Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
eye development (GO:0001654)	1/44	0.67140829324994533156001352836028672754764556884765625	0.7224077838120377403896554824314080178737640380859375	0.7328782056592384464011047384701669216156005859375	0.79367123724488630731599414502852596342563629150390625	0.24951336050043474	-0.09940059419066943	FOXC1
regulation of plasma membrane bounded cell projection assembly (GO:0120032)	1/40	0.63638525733820028307263783062808215618133544921875	0.69288218064531947870676731326966546475887298583984375	0.69957228634117518684121250771568156778812408447265625	0.767876128324118223389405102352611720561981201171875	0.22091158084594484	-0.09984124268094922	WAS
skeletal muscle tissue development (GO:0007519)	1/40	0.63638525733820028307263783062808215618133544921875	0.69288218064531947870676731326966546475887298583984375	0.69957228634117518684121250771568156778812408447265625	0.767876128324118223389405102352611720561981201171875	0.2246778756310802	-0.10154342393469219	MEF2C
negative regulation of cell cycle process (GO:0010948)	1/82	0.87458360515980027027893584090634249150753021240234375	0.88647418726930737875591148622334003448486328125	0.91265872559008631714760895192739553749561309814453125	0.92639275155740408163040910949348472058773040771484375	0.7586531971119767	-0.10166513160446972	BMP7
stem cell development (GO:0048864)	1/15	0.315544956141795618353995678262435831129550933837890625	0.459608668765916217324729586835019290447235107421875	0.374301128421244133637202367026475258171558380126953125	0.554886144514488588441736283130012452602386474609375	0.08940564334791153	-0.10312530726130899	PTPRC
cell chemotaxis (GO:0060326)	2/61	0.4519388517283593476037140135304071009159088134765625	0.55932125287005207692203612168668769299983978271484375	0.54669496449857779563075155238038860261440277099609375	0.66206828493861902273920350125990808010101318359375	0.13253136007814947	-0.10525751838895564	BIN2;HBEGF
negative regulation of mitotic cell cycle phase transition (GO:1901991)	1/80	0.8680557817211920212940867713768966495990753173828125	0.88080301920348735844612519940710626542568206787109375	0.90735901041922273346784777459106408059597015380859375	0.921673745614076000975956048932857811450958251953125	0.7451535910174032	-0.10543871281125027	PSME4
regulation of complement activation (GO:0030449)	3/110	0.5199775326143212250684655373333953320980072021484375	0.60721201562092830261718745532562024891376495361328125	0.63758644486525517525166151244775392115116119384765625	0.72541461779247706775919368737959302961826324462890625	0.1623345782898497	-0.1061618913812893	C3;CLU;CD55
negative regulation of T cell receptor signaling pathway (GO:0050860)	1/15	0.315544956141795618353995678262435831129550933837890625	0.459608668765916217324729586835019290447235107421875	0.374301128421244133637202367026475258171558380126953125	0.554886144514488588441736283130012452602386474609375	0.09207264472591191	-0.106201570976591	GBP1
positive regulation of Ras protein signal transduction (GO:0046579)	1/41	0.6454756259266092310866724801599048078060150146484375	0.70008899243877642515343495688284747302532196044921875	0.708268291258978166524684638716280460357666015625	0.77247293599108279860132597605115734040737152099609375	0.24328880213128998	-0.1065040108258853	LPAR6
mitochondrial respiratory chain complex I biogenesis (GO:0097031)	1/65	0.8069857534204647464548543212004005908966064453125	0.831644466875291588081609006621874868869781494140625	0.85593159840124866111210621966165490448474884033203125	0.88530639586372306126804687664844095706939697265625	0.49854543849971433	-0.10691270266696042	NDUFAF7
mitotic spindle organization (GO:0007052)	1/75	0.850214183032500070424930527224205434322357177734375	0.86673507755706113986349237165995873510837554931640625	0.89266361331056798267269414282054640352725982666015625	0.9106647520737627399256552962469868361949920654296875	0.659416632209774	-0.10700154626252704	SUN2
transcription-coupled nucleotide-excision repair (GO:0006283)	1/74	0.8463667993449892623658570300904102623462677001953125	0.86343433292918791988057591879623942077159881591796875	0.8894565294816556555446140919229947030544281005859375	0.90837431435527415946040719063603319227695465087890625	0.6443626121937596	-0.10748125877718037	POLR2E
steroid metabolic process (GO:0008202)	1/100	0.92058017149240811693999830822576768696308135986328125	0.9271253557902567887794020862202160060405731201171875	0.94861831524471729171210654385504312813282012939453125	0.9553628464586860769003351379069499671459197998046875	1.3062837239906355	-0.10809652807845051	HSD11B1
regulation of regulated secretory pathway (GO:1903305)	2/38	0.24486663329002766875674979019095189869403839111328125	0.4144009391341985093504263204522430896759033203125	0.321783425372149600729443363889004103839397430419921875	0.5362426141642939736442485809675417840480804443359375	0.07753555576726048	-0.10909575016178777	RAB15;UNC13D
response to X-ray (GO:0010165)	1/16	0.332634926943528974607744430613820441067218780517578125	0.471177374015508798610341045787208713591098785400390625	0.392381743807308780436216011366923339664936065673828125	0.56427283259193183884150357698672451078891754150390625	0.09915543520439818	-0.10914134992023625	TP53
response to steroid hormone (GO:0048545)	2/38	0.24486663329002766875674979019095189869403839111328125	0.4144009391341985093504263204522430896759033203125	0.321783425372149600729443363889004103839397430419921875	0.5362426141642939736442485809675417840480804443359375	0.07848699702469529	-0.11043446756295398	TGFB1;THBS1
regulation of posttranscriptional gene silencing (GO:0060147)	1/56	0.7575353940228108928778283370775170624256134033203125	0.7922103253106766995728094116202555596828460693359375	0.81227012443176260791943832373362965881824493408203125	0.85386317718559678890954955932102166116237640380859375	0.3997292038159927	-0.11099881111983177	POLR2E
spermatogenesis (GO:0007283)	2/154	0.89998335897374526215486412183963693678379058837890625	0.90896715007936557118028986224089749157428741455078125	0.94246890252067772042465776394237764179706573486328125	0.950521324614125973084810539148747920989990234375	1.0546090400601371	-0.11113365221033464	ACE;KDM2B
cytoskeleton-dependent cytokinesis (GO:0061640)	1/71	0.8342227706076330573381483191042207181453704833984375	0.854121109190973726299489499069750308990478515625	0.87925026052804222675973733203136362135410308837890625	0.902178916362167182541043075616471469402313232421875	0.6178201961453283	-0.1119828768610922	SEPT4
plasma membrane bounded cell projection organization (GO:0120036)	4/119	0.34569566625621328537221188526018522679805755615234375	0.480072143246111970871226048984681256115436553955078125	0.4764124773334115214851181008270941674709320068359375	0.6182668567501397038910226910957135260105133056640625	0.1060572755410933	-0.11265366351447809	CYFIP1;APP;PLEK;FRYL
regulation of nucleocytoplasmic transport (GO:0046822)	1/15	0.315544956141795618353995678262435831129550933837890625	0.459608668765916217324729586835019290447235107421875	0.374301128421244133637202367026475258171558380126953125	0.554886144514488588441736283130012452602386474609375	0.09859723457434111	-0.11372738598868101	TGFB1
negative regulation of protein polymerization (GO:0032272)	1/23	0.44091517120054335432399739147513173520565032958984375	0.54978551056828306453638788298121653497219085693359375	0.50516030793600863457726291017024777829647064208984375	0.63739389102329158109938589404919184744358062744140625	0.14035676737874273	-0.11493854666033111	PFN1
negative regulation of response to external stimulus (GO:0032102)	4/108	0.28364906802826983511778280444559641182422637939453125	0.4403166080679936644770577913732267916202545166015625	0.4057278923447567020588166997185908257961273193359375	0.5721000285111939032134387161931954324245452880859375	0.09150303359142618	-0.11529542187643746	TNFAIP3;NOD1;TEK;APOE
response to interleukin-1 (GO:0070555)	2/77	0.5759983351353199498845469861407764256000518798828125	0.647352870316959094765252302750013768672943115234375	0.66975104716088418310704355462803505361080169677734375	0.7458847379009527767124154706834815442562103271484375	0.2090130914417752	-0.11530217821473758	HYAL2;LGALS9
transcription elongation from RNA polymerase II promoter (GO:0006368)	1/96	0.91208981879473050025097791149164550006389617919921875	0.9195553226496340215589953004382550716400146484375	0.942185675179279424895639749593101441860198974609375	0.950521324614125973084810539148747920989990234375	1.2608432670854355	-0.11601877312386967	POLR2E
regulation of gene silencing by RNA (GO:0060966)	1/56	0.7575353940228108928778283370775170624256134033203125	0.7922103253106766995728094116202555596828460693359375	0.81227012443176260791943832373362965881824493408203125	0.85386317718559678890954955932102166116237640380859375	0.4185654103061034	-0.11622934345634928	POLR2E
NADH dehydrogenase complex assembly (GO:0010257)	1/65	0.8069857534204647464548543212004005908966064453125	0.831644466875291588081609006621874868869781494140625	0.85593159840124866111210621966165490448474884033203125	0.88530639586372306126804687664844095706939697265625	0.5421569200223212	-0.11626515280856325	NDUFAF7
positive regulation of synaptic transmission (GO:0050806)	1/68	0.82112088438267694101568849873729050159454345703125	0.84314442386956278685516963378177024424076080322265625	0.8681040636006056576690070869517512619495391845703125	0.89333048026898509430537842490593902766704559326171875	0.5925398757706275	-0.11678068583490146	APP
DNA damage response, signal transduction by p53 class mediator (GO:0030330)	1/83	0.87772562652003538463674203740083612501621246337890625	0.888387531236606076134876275318674743175506591796875	0.91519403967714063607985508497222326695919036865234375	0.9276350520333800364625176371191628277301788330078125	0.9220913986408413	-0.1202602966455392	TP53
regulation of actin filament-based process (GO:0032970)	1/63	0.79694841344007405492533280266798101365566253662109375	0.82490129896811470455730841422337107360363006591796875	0.847200275736901264878042638883925974369049072265625	0.87980879074876872092403345959610305726528167724609375	0.5313387180263456	-0.12059546652691927	LRP1
establishment of protein localization to membrane (GO:0090150)	3/84	0.349590127609152478971310529232141561806201934814453125	0.480072143246111970871226048984681256115436553955078125	0.461365040598377629255111287420731969177722930908203125	0.60792891163497853046493446527165360748767852783203125	0.11650884775106286	-0.12245008533515798	NSF;ATG4C;GOLGA7
regulation of establishment of planar polarity (GO:0090175)	2/90	0.66078351723140904550035656939144246280193328857421875	0.71368650564871582986370412982068955898284912109375	0.74863614552781776456669149411027319729328155517578125	0.8058078268542201438862093709758482873439788818359375	0.2965143135680098	-0.12285447924678887	PSME4;PFN1
lipid biosynthetic process (GO:0008610)	1/73	0.8424207952887987627121901823556981980800628662109375	0.86002814884798806094323708748561330139636993408203125	0.88615385181390482483010373471188358962535858154296875	0.90663555875362666913730436135665513575077056884765625	0.718088947219918	-0.12313475656058223	ACSL1
regulation of smoothened signaling pathway (GO:0008589)	1/37	0.607694597358428456601586731267161667346954345703125	0.669622245941823290849015393177978694438934326171875	0.6719018182574061359702000117977149784564971923828125	0.7458847379009527767124154706834815442562103271484375	0.2486991007413051	-0.1238727519630989	TULP3
